Game;;Result;Moves;Year;Event/Locale;Opening
1533. Kasparov vs G Voulgaris;;1-0;24;1996;Kasparov Simul, 30b Corfu;C64 Ruy Lopez, Classical
1534. Kasparov vs H Xanthoudakis;;1-0;22;1996;Kasparov Simul, 30b Corfu;C68 Ruy Lopez, Exchange
1535. Kasparov vs H Ziogas;;1-0;39;1996;Kasparov Simul, 30b Corfu;A48 King's Indian
1536. Kasparov vs Lautier;;½-½;25;1996;Yerevan Olympiad;E15 Queen's Indian
1537. Yusupov vs Kasparov;;½-½;31;1996;Yerevan Olympiad;E99 King's Indian, Orthodox, Taimanov
1538. Kasparov vs V Akopian;;½-½;27;1996;Yerevan Olympiad;D47 Queen's Gambit Declined Semi-Slav
1539. Kasparov vs Hracek;;1-0;25;1996;Yerevan Olympiad;B66 Sicilian, Richter-Rauzer Attack, 7...a6
1540. Shirov vs Kasparov;;½-½;26;1996;Yerevan Olympiad;B52 Sicilian, Canal-Sokolsky (Rossolimo) Attack
1541. Topalov vs Kasparov;;0-1;63;1996;Yerevan Olympiad;B84 Sicilian, Scheveningen
1542. Kasparov vs I Sokolov;;1-0;36;1996;Yerevan Olympiad;C45 Scotch Game
1543. Smirin vs Kasparov;;0-1;40;1996;Yerevan Olympiad;B90 Sicilian, Najdorf
1544. Kasparov vs Yermolinsky;;1-0;51;1996;Yerevan Olympiad;A50 Queen's Pawn Game
1545. Kasparov vs N Sharansky;;0-1;28;1996;Simul, 25b;C01 French, Exchange
1546. Kasparov vs A Burstein;;½-½;40;1996;Simul, 25b;C85 Ruy Lopez, Exchange Variation Doubly Deferred (DERLD)
1547. Kasparov vs I Geller;;1-0;43;1996;Simul, 25b;C53 Giuoco Piano
1548. Kasparov vs M Kreizberg;;0-1;29;1996;Simul, 25b;D11 Queen's Gambit Declined Slav
1549. Kasparov vs M Lurie;;0-1;41;1996;Simul, 25b;A16 English
1550. Topalov vs Kasparov;;0-1;59;1996;Las Palmas;E00 Queen's Pawn Game
Game;;Result;Moves;Year;Event/Locale;Opening
1551. Ivanchuk vs Kasparov;;½-½;23;1996;Las Palmas;B52 Sicilian, Canal-Sokolsky (Rossolimo) Attack
1552. Kasparov vs Kramnik;;½-½;19;1996;Las Palmas;E71 King's Indian, Makagonov System (5.h3)
1553. Kasparov vs Anand;;½-½;63;1996;Las Palmas;B92 Sicilian, Najdorf, Opocensky Variation
1554. Karpov vs Kasparov;;½-½;45;1996;Las Palmas;D39 Queen's Gambit Declined, Ragozin, Vienna Variation
1555. Kasparov vs Topalov;;½-½;28;1996;Las Palmas;C45 Scotch Game
1556. Kasparov vs Ivanchuk;;1-0;36;1996;Las Palmas;B04 Alekhine's Defense, Modern
1557. Kramnik vs Kasparov;;½-½;58;1996;Las Palmas;D56 Queen's Gambit Declined
1558. Kasparov vs Karpov;;1-0;44;1996;Las Palmas;E32 Nimzo-Indian, Classical
1559. Anand vs Kasparov;;½-½;33;1996;Las Palmas;B84 Sicilian, Scheveningen
1560. Kasparov vs BCF Girls;;½-½;50;1997;Simul;B30 Sicilian
1561. W Morrison vs Kasparov;;0-1;53;1997;UMBC simul, Catonsville USA;B28 Sicilian, O'Kelly Variation
1562. G Shahade vs Kasparov;;0-1;52;1997;UMBC simul, Catonsville USA;B22 Sicilian, Alapin
1563. Kasparov vs R Kaufman;;1-0;63;1997;UMBC simul;A46 Queen's Pawn Game
1564. Kasparov vs B Lefstein;;1-0;40;1997;UMBC simul, Catonsville USA;A10 English
1565. E Tsibulevskiy vs Kasparov;;0-1;43;1997;UMBC simul, Catonsville USA;B32 Sicilian
1566. Barakh Al vs Kasparov;;0-1;28;1997;UMBC simul, Catonsville USA;D04 Queen's Pawn Game
1567. Anand vs Kasparov;;0-1;41;1997;Linares;B84 Sicilian, Scheveningen
1568. Dreev vs Kasparov;;½-½;49;1997;Linares;E80 King's Indian, Samisch Variation
1569. Kasparov vs Gelfand;;½-½;47;1997;Linares;B92 Sicilian, Najdorf, Opocensky Variation
1570. Piket vs Kasparov;;½-½;51;1997;Linares;E99 King's Indian, Orthodox, Taimanov
1571. Kasparov vs P Nikolic;;1-0;27;1997;Linares;C45 Scotch Game
1572. Topalov vs Kasparov;;0-1;39;1997;Linares;D31 Queen's Gambit Declined
1573. Kasparov vs Adams;;1-0;33;1997;Linares;B04 Alekhine's Defense, Modern
1574. Ivanchuk vs Kasparov;;1-0;36;1997;Linares;E80 King's Indian, Samisch Variation
1575. Kasparov vs Polgar;;1-0;41;1997;Linares;B47 Sicilian, Taimanov (Bastrikov) Variation
Game;;Result;Moves;Year;Event/Locale;Opening
1576. Shirov vs Kasparov;;0-1;38;1997;Linares;B90 Sicilian, Najdorf
1577. Kasparov vs Kramnik;;1-0;57;1997;Linares;E59 Nimzo-Indian, 4.e3, Main line
1578. Kasparov vs Deep Blue;;1-0;45;1997;IBM Man-Machine;A06 Reti Opening
1579. Deep Blue vs Kasparov;;1-0;45;1997;IBM Man-Machine;C93 Ruy Lopez, Closed, Smyslov Defense
1580. Kasparov vs Deep Blue;;½-½;48;1997;IBM Man-Machine;A00 Uncommon Opening
1581. Deep Blue vs Kasparov;;½-½;56;1997;IBM Man-Machine;B10 Caro-Kann
1582. Kasparov vs Deep Blue;;½-½;49;1997;IBM Man-Machine;A07 King's Indian Attack
1583. Deep Blue vs Kasparov;;1-0;19;1997;IBM Man-Machine;B17 Caro-Kann, Steinitz Variation
1584. Kasparov vs V Atlas;;1-0;54;1997;UMBC simul, Catonsville USA;E15 Queen's Indian
1585. Kasparov vs D Atlas;;½-½;25;1997;UMBC simul, Catonsville USA;A40 Queen's Pawn Game
1586. Kasparov vs Gelfand;;1-0;37;1997;Novgorod;E15 Queen's Indian
1587. Topalov vs Kasparov;;½-½;29;1997;Novgorod;B97 Sicilian, Najdorf
1588. Kasparov vs Bareev;;1-0;73;1997;Novgorod;C11 French
1589. Kasparov vs Short;;1-0;31;1997;Novgorod;C18 French, Winawer
1590. Kramnik vs Kasparov;;1-0;32;1997;Novgorod;E97 King's Indian
1591. Gelfand vs Kasparov;;0-1;41;1997;Novgorod;E12 Queen's Indian
1592. Kasparov vs Topalov;;½-½;30;1997;Novgorod;C78 Ruy Lopez
1593. Bareev vs Kasparov;;½-½;42;1997;Novgorod;D44 Queen's Gambit Declined Semi-Slav
1594. Kasparov vs Kramnik;;½-½;41;1997;Novgorod;B62 Sicilian, Richter-Rauzer
1595. Short vs Kasparov;;½-½;25;1997;Novgorod;B90 Sicilian, Najdorf
1596. Kasparov vs P Albalate;;1-0;29;1997;El Pais Internet Simul;A07 King's Indian Attack
1597. Kasparov vs GRUP EQUS;;1-0;28;1997;El Pais Internet Simul;A45 Queen's Pawn Game
1598. Kasparov vs G Baches Garcia;;1-0;43;1997;El Pais Internet Simul;A48 King's Indian
1599. Kasparov vs P Guerrero;;1-0;36;1997;El Pais Internet Simul;B12 Caro-Kann Defense
1600. Kasparov vs Revista WEB;;1-0;25;1997;El Pais Internet Simul;E92 King's Indian
Game;;Result;Moves;Year;Event/Locale;Opening
1601. Kasparov vs L Blasco De La Cruz;;1-0;27;1997;El Pais Internet Simul;A81 Dutch
1602. Kasparov vs M A Jimenez Clavero;;1-0;41;1997;El Pais Internet Simul;A57 Benko Gambit
1603. Kasparov vs S A Gracia;;½-½;41;1997;El Pais Internet Simul;B04 Alekhine's Defense, Modern
1604. Kasparov vs J Charambalos;;1-0;9;1997;El Pais Internet Simul;B50 Sicilian
1605. Kasparov vs A Prados Montano;;1-0;31;1997;El Pais Internet Simul;A45 Queen's Pawn Game
1606. Kasparov vs L G Munoz Flores;;1-0;26;1997;El Pais Internet Simul;E67 King's Indian, Fianchetto
1607. Kasparov vs J Vivanco;;1-0;15;1997;El Pais Internet Simul;B00 Uncommon King's Pawn Opening
1608. Kasparov vs H Balam;;1-0;30;1997;El Pais Internet Simul;C09 French, Tarrasch, Open Variation, Main line
1609. Kasparov vs EuropChess;;½-½;37;1997;El Pais Internet Simul;A52 Budapest Gambit
1610. Kasparov vs R Alvaro;;1-0;32;1997;El Pais Internet Simul;E10 Queen's Pawn Game
1611. Kasparov vs G German;;½-½;24;1997;Simul;E17 Queen's Indian
1612. Kasparov vs Panno;;1-0;38;1997;Simul;E32 Nimzo-Indian, Classical
1613. Kasparov vs H Spangenberg;;1-0;26;1997;Simul;D27 Queen's Gambit Accepted, Classical
1614. P Ricardi vs Kasparov;;½-½;35;1997;Simul;B52 Sicilian, Canal-Sokolsky (Rossolimo) Attack
1615. A Sorin vs Kasparov;;0-1;30;1997;Simul;D91 Grunfeld, 5.Bg5
1616. G German vs Kasparov;;½-½;30;1997;Simul;B90 Sicilian, Najdorf
1617. Kasparov vs P Ricardi;;1-0;27;1997;Simul;B90 Sicilian, Najdorf
1618. Kasparov vs A Sorin;;1-0;54;1997;Simul;C45 Scotch Game
1619. Panno vs Kasparov;;½-½;15;1997;Simul;A33 English, Symmetrical
1620. H Spangenberg vs Kasparov;;1-0;28;1997;Simul;B91 Sicilian, Najdorf, Zagreb (Fianchetto) Variation
1621. P Zarnicki vs Kasparov;;½-½;20;1997;Buenos Aires sim;B22 Sicilian, Alapin
1622. Kasparov vs P Zarnicki;;1-0;38;1997;Buenos Aires sim;E15 Queen's Indian
1623. Van Wely vs Kasparov;;0-1;51;1997;Tilburg Fontys;A25 English
1624. Kasparov vs Polgar;;1-0;32;1997;Tilburg Fontys;D31 Queen's Gambit Declined
1625. Shaked vs Kasparov;;0-1;20;1997;Tilburg Fontys;D85 Grunfeld
Game;;Result;Moves;Year;Event/Locale;Opening
1626. Kasparov vs Onischuk;;½-½;60;1997;Tilburg Fontys;E12 Queen's Indian
1627. Shirov vs Kasparov;;0-1;40;1997;Tilburg Fontys;B90 Sicilian, Najdorf
1628. Kasparov vs Leko;;1-0;31;1997;Tilburg Fontys;C45 Scotch Game
1629. Svidler vs Kasparov;;1-0;37;1997;Tilburg Fontys;B50 Sicilian
1630. Kasparov vs Piket;;1-0;30;1997;Tilburg Fontys;D27 Queen's Gambit Accepted, Classical
1631. Adams vs Kasparov;;½-½;27;1997;Tilburg Fontys;B23 Sicilian, Closed
1632. Kasparov vs Kramnik;;½-½;35;1997;Tilburg Fontys;E39 Nimzo-Indian, Classical, Pirc Variation
1633. Lautier vs Kasparov;;½-½;20;1997;Tilburg Fontys;A34 English, Symmetrical
1634. Kasparov vs T Karatekin;;½-½;55;1997;Simul;B17 Caro-Kann, Steinitz Variation
1635. D Garner vs Kasparov;;0-1;38;1997;Clock simul;B22 Sicilian, Alapin
1636. H Hunt vs Kasparov;;0-1;60;1997;Clock simul;B33 Sicilian
1637. Kasparov vs G D Lee;;1-0;43;1997;Clock simul;A16 English
1638. Kasparov vs N Pert;;1-0;22;1997;Clock simul;B50 Sicilian
1639. N Pert vs Kasparov;;0-1;44;1997;Clock simul;D78 Neo-Grunfeld, 6.O-O c6
1640. Kasparov vs G Botteley;;1-0;28;1997;Clock simul;C80 Ruy Lopez, Open
1641. Kasparov vs C Groshenny;;1-0;62;1998;Colmar simul;C05 French, Tarrasch
1642. NN vs Kasparov;;½-½;55;1998;Internet blitz 3';A46 Queen's Pawn Game
1643. NN vs Kasparov;;0-1;38;1998;Internet blitz 3';E12 Queen's Indian
1644. P Zarnicki vs Kasparov;;½-½;56;1998;Internet blitz 3';B06 Robatsch
1645. Svidler vs Kasparov;;½-½;52;1998;Linares;B84 Sicilian, Scheveningen
1646. Kasparov vs Anand;;1-0;35;1998;Linares;B17 Caro-Kann, Steinitz Variation
1647. Ivanchuk vs Kasparov;;½-½;50;1998;Linares;D79 Neo-Grunfeld, 6.O-O, Main line
1648. Kasparov vs Topalov;;½-½;22;1998;Linares;B91 Sicilian, Najdorf, Zagreb (Fianchetto) Variation
1649. Kramnik vs Kasparov;;½-½;26;1998;Linares;A34 English, Symmetrical
1650. Kasparov vs Shirov;;½-½;22;1998;Linares;C78 Ruy Lopez
Game;;Result;Moves;Year;Event/Locale;Opening
1651. Kasparov vs Svidler;;½-½;64;1998;Linares;C84 Ruy Lopez, Closed
1652. Anand vs Kasparov;;½-½;24;1998;Linares;B90 Sicilian, Najdorf
1653. Kasparov vs Ivanchuk;;½-½;54;1998;Linares;C92 Ruy Lopez, Closed
1654. Topalov vs Kasparov;;½-½;19;1998;Linares;D85 Grunfeld
1655. Kasparov vs Kramnik;;½-½;52;1998;Linares;E32 Nimzo-Indian, Classical
1656. Shirov vs Kasparov;;½-½;17;1998;Linares;B81 Sicilian, Scheveningen, Keres Attack
1657. Kasparov vs M Reading;;1-0;48;1998;Simul, 15b;A41 Queen's Pawn Game (with ...d6)
1658. Topalov vs Kasparov;;0-1;32;1998;Sofia m 25';D58 Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) Syst
1659. Kasparov vs Topalov;;1-0;39;1998;Sofia m 25';B90 Sicilian, Najdorf
1660. Topalov vs Kasparov;;0-1;47;1998;Sofia m 25';D58 Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) Syst
1661. Kasparov vs Topalov;;1-0;37;1998;Sofia m 25';B43 Sicilian, Kan, 5.Nc3
1662. Kasparov vs A Huzman;;1-0;41;1998;ISR-Kasparov handicap;B90 Sicilian, Najdorf
1663. A Huzman vs Kasparov;;0-1;42;1998;ISR-Kasparov handicap;E15 Queen's Indian
1664. Kasparov vs Smirin;;½-½;39;1998;ISR-Kasparov handicap;B43 Sicilian, Kan, 5.Nc3
1665. Smirin vs Kasparov;;0-1;54;1998;ISR-Kasparov handicap;D12 Queen's Gambit Declined Slav
1666. Kasparov vs B Alterman;;½-½;25;1998;Kasparov - ISR Team simul;B32 Sicilian
1667. Sutovsky vs Kasparov;;0-1;53;1998;Kasparov - ISR Team simul;B84 Sicilian, Scheveningen
1668. B Alterman vs Kasparov;;0-1;50;1998;Kasparov - ISR Team simul;D37 Queen's Gambit Declined
1669. Kasparov vs Sutovsky;;1-0;37;1998;Kasparov - ISR Team simul;B30 Sicilian
1670. Kasparov vs Ariela;;1-0;21;1998;Internet blitz 5';A57 Benko Gambit
1671. Kasparov vs Serper;;1-0;21;1998;Internet blitz 5';D35 Queen's Gambit Declined
1672. Kasparov vs Svidler;;1-0;41;1998;Internet m1;B51 Sicilian, Canal-Sokolsky (Rossolimo) Attack
1673. Kasparov vs Svidler;;1-0;59;1998;Internet m1;D73 Neo-Grunfeld, 5.Nf3
1674. Svidler vs Kasparov;;1-0;35;1998;Internet m1;B43 Sicilian, Kan, 5.Nc3
1675. Svidler vs Kasparov;;0-1;50;1998;Internet m1;B33 Sicilian
Game;;Result;Moves;Year;Event/Locale;Opening
1676. Kasparov vs V Akopian;;1-0;40;1998;Internet blitz 5';E16 Queen's Indian
1677. Kasparov vs V Akopian;;1-0;60;1998;Internet blitz 5';B52 Sicilian, Canal-Sokolsky (Rossolimo) Attack
1678. V Akopian vs Kasparov;;0-1;32;1998;Internet blitz 5';B31 Sicilian, Rossolimo Variation
1679. V Akopian vs Kasparov;;0-1;55;1998;Internet blitz 5';A45 Queen's Pawn Game
1680. V Akopian vs Kasparov;;0-1;51;1998;Internet blitz 5';D37 Queen's Gambit Declined
1681. P Zarnicki vs Kasparov;;½-½;65;1998;Internet blitz 5';C03 French, Tarrasch
1682. I Nataf vs Kasparov;;0-1;38;1998;Internet blitz 5';B43 Sicilian, Kan, 5.Nc3
1683. I Nataf vs Kasparov;;0-1;13;1998;Internet blitz 5';B43 Sicilian, Kan, 5.Nc3
1684. Serper vs Kasparov;;0-1;35;1998;Internet blitz 5';B32 Sicilian
1685. I Gurevich vs Kasparov;;0-1;48;1998;Internet blitz 5';B62 Sicilian, Richter-Rauzer
1686. I Gurevich vs Kasparov;;0-1;43;1998;Internet blitz 5';B83 Sicilian
1687. I Gurevich vs Kasparov;;0-1;31;1998;Internet blitz 5';B63 Sicilian, Richter-Rauzer Attack
1688. Dlugy vs Kasparov;;0-1;33;1998;Internet blitz 5';D37 Queen's Gambit Declined
1689. I Nataf vs Kasparov;;0-1;25;1998;Internet blitz 5';B06 Robatsch
1690. R Schmaltz vs Kasparov;;½-½;76;1998;Internet blitz 5';B32 Sicilian
1691. R Schmaltz vs Kasparov;;½-½;51;1998;Internet blitz 5';B15 Caro-Kann
1692. P Zarnicki vs Kasparov;;1-0;58;1998;Internet blitz 5';B18 Caro-Kann, Classical
1693. R Appel vs Kasparov;;0-1;29;1998;Internet blitz 5';A48 King's Indian
1694. R Appel vs Kasparov;;½-½;45;1998;Internet blitz 5';A46 Queen's Pawn Game
1695. P Zarnicki vs Kasparov;;½-½;49;1998;Internet blitz 5';B83 Sicilian
1696. P Zarnicki vs Kasparov;;0-1;59;1998;Internet blitz 5';B40 Sicilian
1697. Kasparov vs Serper;;1-0;47;1998;Internet blitz 5';B01 Scandinavian
1698. Kasparov vs I Gurevich;;1-0;34;1998;Internet blitz 5';A49 King's Indian, Fianchetto without c4
1699. Kasparov vs I Gurevich;;½-½;39;1998;Internet blitz 5';B43 Sicilian, Kan, 5.Nc3
1700. Kasparov vs P Zarnicki;;1-0;34;1998;Internet blitz 5';A07 King's Indian Attack
Game;;Result;Moves;Year;Event/Locale;Opening
1701. Kasparov vs P Zarnicki;;1-0;56;1998;Internet blitz 5';C42 Petrov Defense
1702. Kasparov vs NN;;1-0;52;1998;Internet blitz 5';D11 Queen's Gambit Declined Slav
1703. Kasparov vs NN;;1-0;22;1998;Internet blitz 5';D17 Queen's Gambit Declined Slav
1704. Kasparov vs R Schmaltz;;1-0;63;1998;Internet blitz 5';A40 Queen's Pawn Game
1705. Kasparov vs R Schmaltz;;0-1;44;1998;Internet blitz 5';A49 King's Indian, Fianchetto without c4
1706. Kasparov vs I Nataf;;1-0;30;1998;Internet blitz 5';A26 English
1707. Kasparov vs P Zarnicki;;1-0;50;1998;Internet blitz 5';C55 Two Knights Defense
1708. Kasparov vs P Zarnicki;;1-0;41;1998;Internet blitz 5';B57 Sicilian
1709. Kasparov vs P Zarnicki;;½-½;83;1998;Internet blitz 5';C55 Two Knights Defense
1710. Kasparov vs Psakhis;;1-0;49;1998;ICC internet blitz;E32 Nimzo-Indian, Classical
1711. Kasparov vs NN;;½-½;57;1998;Internet blitz 5';D30 Queen's Gambit Declined
1712. Kasparov vs NN;;0-1;66;1998;Internet blitz 5';C01 French, Exchange
1713. Kasparov vs NN;;1-0;43;1998;Internet blitz 5';A07 King's Indian Attack
1714. Kasparov vs NN;;1-0;30;1998;Internet blitz 5';B27 Sicilian
1715. Kasparov vs NN;;1-0;33;1998;Internet blitz 5';C53 Giuoco Piano
1716. Kasparov vs NN;;1-0;39;1998;Internet blitz 5';B27 Sicilian
1717. Kasparov vs NN;;1-0;50;1998;Internet blitz 5';A46 Queen's Pawn Game
1718. Kasparov vs NN;;1-0;38;1998;Internet blitz 5';E62 King's Indian, Fianchetto
1719. Kasparov vs NN;;1-0;36;1998;Internet blitz 5';B53 Sicilian
1720. Kasparov vs NN;;1-0;28;1998;Internet blitz 5';A40 Queen's Pawn Game
1721. Kasparov vs NN;;1-0;36;1998;Internet blitz 5';A49 King's Indian, Fianchetto without c4
1722. Kasparov vs NN;;0-1;54;1998;Internet blitz 5';B31 Sicilian, Rossolimo Variation
1723. Kasparov vs NN;;1-0;30;1998;Internet blitz 5';D37 Queen's Gambit Declined
1724. Kasparov vs NN;;1-0;34;1998;Internet blitz 5';A49 King's Indian, Fianchetto without c4
1725. Kasparov vs NN;;1-0;33;1998;Internet blitz 5';C55 Two Knights Defense
Game;;Result;Moves;Year;Event/Locale;Opening
1726. Kasparov vs NN;;1-0;26;1998;Internet blitz 5';A40 Queen's Pawn Game
1727. Kasparov vs NN;;1-0;41;1998;Internet blitz 5';B01 Scandinavian
1728. Kasparov vs NN;;1-0;39;1998;Internet blitz 5';A07 King's Indian Attack
1729. Kasparov vs NN;;1-0;53;1998;Internet blitz 5';A49 King's Indian, Fianchetto without c4
1730. Gambrinus vs Kasparov;;0-1;42;1998;Internet blitz 5';E32 Nimzo-Indian, Classical
1731. Kasparov vs Svidler;;1-0;54;1998;ICC blitz m;C85 Ruy Lopez, Exchange Variation Doubly Deferred (DERLD)
1732. Svidler vs Kasparov;;0-1;40;1998;ICC blitz m;B90 Sicilian, Najdorf
1733. Topalov vs Kasparov;;1-0;43;1998;Advanced Chess;B33 Sicilian
1734. Kasparov vs Topalov;;1-0;36;1998;Advanced Chess;E60 King's Indian Defense
1735. Topalov vs Kasparov;;½-½;58;1998;Advanced Chess;B90 Sicilian, Najdorf
1736. Kasparov vs Topalov;;1-0;41;1998;Advanced Chess;E64 King's Indian, Fianchetto, Yugoslav System
1737. Topalov vs Kasparov;;1-0;51;1998;Advanced Chess;B90 Sicilian, Najdorf
1738. Kasparov vs Topalov;;½-½;25;1998;Advanced Chess;E10 Queen's Pawn Game
1739. Topalov vs Kasparov;;0-1;65;1998;Advanced Chess;B89 Sicilian
1740. Kasparov vs Topalov;;0-1;50;1998;Advanced Chess;E67 King's Indian, Fianchetto
1741. Kasparov vs Topalov;;½-½;35;1998;Advanced Chess;B18 Caro-Kann, Classical
1742. Topalov vs Kasparov;;0-1;52;1998;Advanced Chess;B33 Sicilian
1743. Kramnik vs Kasparov;;1-0;52;1998;Chess Classics Giants;D92 Grunfeld, 5.Bf4
1744. Anand vs Kasparov;;1-0;39;1998;Chess Classics Giants;B90 Sicilian, Najdorf
1745. Kasparov vs Kramnik;;½-½;31;1998;Chess Classics Giants;A31 English, Symmetrical, Benoni Formation
1746. Kasparov vs Anand;;½-½;23;1998;Chess Classics Giants;B44 Sicilian
1747. Kasparov vs Ivanchuk;;1-0;35;1998;Chess Classics Giants;B66 Sicilian, Richter-Rauzer Attack, 7...a6
1748. Ivanchuk vs Kasparov;;½-½;48;1998;Chess Classics Giants;E32 Nimzo-Indian, Classical
1749. Kasparov vs Ivanchuk;;1-0;70;1998;Chess Classics Giants 3rd pl;B90 Sicilian, Najdorf
1750. Kasparov vs Ivanchuk;;½-½;72;1998;Chess Classics Giants 3rd pl;C11 French
Game;;Result;Moves;Year;Event/Locale;Opening
1751. Ivanchuk vs Kasparov;;½-½;33;1998;Chess Classics Giants 3rd pl;D52 Queen's Gambit Declined
1752. Ivanchuk vs Kasparov;;½-½;43;1998;Chess Classics Giants 3rd pl;D37 Queen's Gambit Declined
1753. Kasparov vs P Zarnicki;;0-1;58;1998;Internet blitz 5';A18 English, Mikenas-Carls
1754. Kasparov vs Timman;;½-½;57;1998;Eurotel Trophy;D24 Queen's Gambit Accepted
1755. Timman vs Kasparov;;0-1;30;1998;Eurotel Trophy;D15 Queen's Gambit Declined Slav
1756. Kasparov vs Timman;;1-0;26;1998;Eurotel Trophy;E32 Nimzo-Indian, Classical
1757. Timman vs Kasparov;;½-½;40;1998;Eurotel Trophy;D58 Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) Syst
1758. Kasparov vs Timman;;½-½;28;1998;Eurotel Trophy;E32 Nimzo-Indian, Classical
1759. Timman vs Kasparov;;½-½;31;1998;Eurotel Trophy;D52 Queen's Gambit Declined
1760. Kasparov vs Kramnik;;½-½;45;1998;Kosmos Hotel (5-minute/player) blitz;C42 Petrov Defense
1761. Kramnik vs Kasparov;;0-1;58;1998;Kosmos Hotel (5-minute/player) blitz;E36 Nimzo-Indian, Classical
1762. Kasparov vs Kramnik;;½-½;39;1998;Kosmos Hotel (5-minute/player) blitz;A07 King's Indian Attack
1763. Kramnik vs Kasparov;;0-1;41;1998;Kosmos Hotel (5-minute/player) blitz;E37 Nimzo-Indian, Classical
1764. Kasparov vs Kramnik;;0-1;44;1998;Kosmos Hotel (5-minute/player) blitz;A30 English, Symmetrical
1765. Kramnik vs Kasparov;;1-0;42;1998;Kosmos Hotel (5-minute/player) blitz;E97 King's Indian
1766. Kasparov vs Kramnik;;½-½;42;1998;Kosmos Hotel (5-minute/player) blitz;A30 English, Symmetrical
1767. Kramnik vs Kasparov;;1-0;30;1998;Kosmos Hotel (5-minute/player) blitz;D45 Queen's Gambit Declined Semi-Slav
1768. Kasparov vs Kramnik;;½-½;66;1998;Kosmos Hotel (5-minute/player) blitz;A45 Queen's Pawn Game
1769. Kramnik vs Kasparov;;½-½;58;1998;Kosmos Hotel (5-minute/player) blitz;D45 Queen's Gambit Declined Semi-Slav
1770. Kasparov vs Kramnik;;1-0;27;1998;Kosmos Hotel (5-minute/player) blitz;A30 English, Symmetrical
1771. Kramnik vs Kasparov;;1-0;36;1998;Kosmos Hotel (5-minute/player) blitz;D02 Queen's Pawn Game
1772. Kramnik vs Kasparov;;½-½;46;1998;Kosmos Hotel (5-minute/player) blitz;D47 Queen's Gambit Declined Semi-Slav
1773. Kasparov vs Kramnik;;0-1;22;1998;Kosmos Hotel (5-minute/player) blitz;E20 Nimzo-Indian
1774. Kramnik vs Kasparov;;½-½;21;1998;Kosmos Hotel (5-minute/player) blitz;D26 Queen's Gambit Accepted
1775. Kasparov vs Kramnik;;1-0;61;1998;Kosmos Hotel (5-minute/player) blitz;E32 Nimzo-Indian, Classical
Game;;Result;Moves;Year;Event/Locale;Opening
1776. Kramnik vs Kasparov;;1-0;51;1998;Kosmos Hotel (5-minute/player) blitz;D43 Queen's Gambit Declined Semi-Slav
1777. Kasparov vs Kramnik;;1-0;41;1998;Kosmos Hotel (5-minute/player) blitz;E34 Nimzo-Indian, Classical, Noa Variation
1778. Kramnik vs Kasparov;;1-0;39;1998;Kosmos Hotel (5-minute/player) blitz;A34 English, Symmetrical
1779. Kasparov vs Kramnik;;1-0;62;1998;Kosmos Hotel (5-minute/player) blitz;E32 Nimzo-Indian, Classical
1780. Kramnik vs Kasparov;;½-½;51;1998;Kosmos Hotel (5-minute/player) blitz;D43 Queen's Gambit Declined Semi-Slav
1781. Kasparov vs Kramnik;;1-0;37;1998;Kosmos Hotel (5-minute/player) blitz;D45 Queen's Gambit Declined Semi-Slav
1782. Kramnik vs Kasparov;;½-½;28;1998;Kosmos Hotel (5-minute/player) blitz;D43 Queen's Gambit Declined Semi-Slav
