Game;;Result;Moves;Year;Event/Locale;Opening
2073. Karpov vs Yusupov;;1-0;59;1993;Tilburg;E17 Queen's Indian
2074. Karpov vs Kaidanov;;½-½;48;1993;Tilburg;D30 Queen's Gambit Declined
2075. Yusupov vs Karpov;;½-½;20;1993;Tilburg;E54 Nimzo-Indian, 4.e3, Gligoric System
Game;;Result;Moves;Year;Event/Locale;Opening
2076. Karpov vs Kaidanov;;½-½;46;1993;Tilburg;D45 Queen's Gambit Declined Semi-Slav
2077. Karpov vs Vyzmanavin;;½-½;42;1993;Tilburg;A29 English, Four Knights, Kingside Fianchetto
2078. Vyzmanavin vs Karpov;;½-½;18;1993;Tilburg;E15 Queen's Indian
2079. Kaidanov vs Karpov;;½-½;17;1993;Tilburg;E06 Catalan, Closed, 5.Nf3
2080. Timman vs Karpov;;½-½;19;1993;Karpov - Timman FIDE World Championship Match;E32 Nimzo-Indian, Classical
2081. Romanishin vs Karpov;;½-½;82;1993;Tilburg;E15 Queen's Indian
2082. Karpov vs Romanishin;;1-0;38;1993;Tilburg;E15 Queen's Indian
2083. Kaidanov vs Karpov;;0-1;58;1993;Tilburg rapid;E06 Catalan, Closed, 5.Nf3
2084. Karpov vs Vyzmanavin;;1-0;43;1993;Tilburg rapid;E15 Queen's Indian
2085. Vyzmanavin vs Karpov;;0-1;41;1993;Tilburg rapid;E12 Queen's Indian
2086. Karpov vs Beliavsky;;½-½;35;1993;Tilburg;D37 Queen's Gambit Declined
2087. Beliavsky vs Karpov;;0-1;61;1993;Tilburg;B17 Caro-Kann, Steinitz Variation
2088. Ivanchuk vs Karpov;;½-½;70;1993;Tilburg final;B17 Caro-Kann, Steinitz Variation
2089. Karpov vs Ivanchuk;;½-½;47;1993;Tilburg final;D31 Queen's Gambit Declined
2090. Ivanchuk vs Karpov;;0-1;52;1993;Tilburg final rapid;B12 Caro-Kann Defense
2091. Karpov vs Ivanchuk;;½-½;37;1993;Tilburg final rapid;D45 Queen's Gambit Declined Semi-Slav
2092. M Gurevich vs Karpov;;½-½;51;1993;9th ECC final;A28 English
2093. Karpov vs R Ekstroem;;1-0;35;1993;9th ECC final;D31 Queen's Gambit Declined
2094. Karpov vs Gelfand;;½-½;16;1994;02, Seville op;E62 King's Indian, Fianchetto
2095. Karpov vs Huebner;;1-0;41;1994;Bundesliga 1993/94;D20 Queen's Gambit Accepted
2096. Hertneck vs Karpov;;0-1;61;1994;Bundesliga 1993/94;E32 Nimzo-Indian, Classical
2097. Karpov vs C Lutz;;½-½;45;1994;Bundesliga 1993/94;D48 Queen's Gambit Declined Semi-Slav, Meran
2098. Rozentalis vs Karpov;;½-½;78;1994;Bundesliga 1993/94;E54 Nimzo-Indian, 4.e3, Gligoric System
2099. Karpov vs H Grund;;1-0;33;1994;Hockenheim SW50;D45 Queen's Gambit Declined Semi-Slav
2100. I Morovic Fernandez vs Karpov;;½-½;33;1994;Morovic - Karpov Match;B17 Caro-Kann, Steinitz Variation
Game;;Result;Moves;Year;Event/Locale;Opening
2101. I Morovic Fernandez vs Karpov;;½-½;14;1994;Morovic - Karpov Match;B17 Caro-Kann, Steinitz Variation
2102. I Morovic Fernandez vs Karpov;;0-1;41;1994;Morovic - Karpov Match;B17 Caro-Kann, Steinitz Variation
2103. Karpov vs I Morovic Fernandez;;1-0;37;1994;Morovic - Karpov Match;E06 Catalan, Closed, 5.Nf3
2104. Karpov vs I Morovic Fernandez;;1-0;37;1994;Morovic - Karpov Match;D32 Queen's Gambit Declined, Tarrasch
2105. Karpov vs I Morovic Fernandez;;1-0;39;1994;Morovic - Karpov Match;E10 Queen's Pawn Game
2106. Lautier vs Karpov;;0-1;49;1994;Linares;A29 English, Four Knights, Kingside Fianchetto
2107. Karpov vs Bareev;;1-0;36;1994;Linares;C07 French, Tarrasch
2108. Illescas Cordoba vs Karpov;;0-1;63;1994;Linares;A13 English
2109. Karpov vs Topalov;;1-0;39;1994;Linares;A32 English, Symmetrical Variation
2110. Anand vs Karpov;;0-1;76;1994;Melody Amber Blind 3rd;B17 Caro-Kann, Steinitz Variation
2111. Karpov vs Anand;;0-1;100;1994;Melody Amber Rapid 3rd;D48 Queen's Gambit Declined Semi-Slav, Meran
2112. Ivanchuk vs Karpov;;0-1;61;1994;Melody Amber Rapid 3rd;B17 Caro-Kann, Steinitz Variation
2113. Karpov vs Ivanchuk;;½-½;68;1994;Melody Amber Blind 3rd;E10 Queen's Pawn Game
2114. Nunn vs Karpov;;1-0;56;1994;Melody Amber Rapid 3rd;B12 Caro-Kann Defense
2115. Karpov vs Seirawan;;1-0;44;1994;Melody Amber Rapid 3rd;A41 Queen's Pawn Game (with ...d6)
2116. Karpov vs Polgar;;0-1;68;1994;Melody Amber Rapid 3rd;B22 Sicilian, Alapin
2117. Polgar vs Karpov;;0-1;42;1994;Melody Amber Blind 3rd;E54 Nimzo-Indian, 4.e3, Gligoric System
2118. Seirawan vs Karpov;;1-0;66;1994;Melody Amber Blind 3rd;A46 Queen's Pawn Game
2119. Karpov vs Nunn;;1-0;36;1994;Melody Amber Blind 3rd;D79 Neo-Grunfeld, 6.O-O, Main line
2120. Ivanchuk vs Karpov;;0-1;30;1994;Linares;E15 Queen's Indian
2121. Karpov vs Polgar;;1-0;33;1994;Linares;B22 Sicilian, Alapin
2122. Kasparov vs Karpov;;½-½;41;1994;Linares;B17 Caro-Kann, Steinitz Variation
2123. Gelfand vs Karpov;;0-1;52;1994;Linares;E54 Nimzo-Indian, 4.e3, Gligoric System
2124. Karpov vs Shirov;;½-½;67;1994;Linares;D47 Queen's Gambit Declined Semi-Slav
2125. Kamsky vs Karpov;;½-½;67;1994;Linares;C42 Petrov Defense
Game;;Result;Moves;Year;Event/Locale;Opening
2126. Karpov vs Kramnik;;1-0;40;1994;Linares;D48 Queen's Gambit Declined Semi-Slav, Meran
2127. Anand vs Karpov;;½-½;26;1994;Linares;B17 Caro-Kann, Steinitz Variation
2128. Karpov vs Beliavsky;;1-0;20;1994;Linares;E06 Catalan, Closed, 5.Nf3
2129. Epishin vs Karpov;;½-½;16;1994;Dos Hermanas;E15 Queen's Indian
2130. I Morovic Fernandez vs Karpov;;0-1;38;1994;Dos Hermanas;A28 English
2131. Karpov vs Illescas Cordoba;;1-0;51;1994;Dos Hermanas;A21 English
2132. Karpov vs Topalov;;1-0;36;1994;Dos Hermanas;A43 Old Benoni
2133. Lautier vs Karpov;;½-½;30;1994;Dos Hermanas;E32 Nimzo-Indian, Classical
2134. Gulko vs Karpov;;1-0;54;1994;Dos Hermanas;B12 Caro-Kann Defense
2135. Karpov vs Polgar;;1-0;42;1994;Dos Hermanas;B22 Sicilian, Alapin
2136. M Rivas Pastor vs Karpov;;½-½;39;1994;Dos Hermanas;A22 English
2137. Karpov vs Gelfand;;½-½;59;1994;Dos Hermanas;E62 King's Indian, Fianchetto
2138. Kamsky vs Karpov;;1-0;58;1994;Melody Amber Rapid 3rd;E54 Nimzo-Indian, 4.e3, Gligoric System
2139. Karpov vs Kamsky;;0-1;62;1994;Melody Amber Blind 3rd;E69 King's Indian, Fianchetto, Classical Main line
2140. Ljubojevic vs Karpov;;1-0;44;1994;Melody Amber Rapid 3rd;B12 Caro-Kann Defense
2141. Karpov vs S Polgar;;1-0;48;1994;Melody Amber Rapid 3rd;E66 King's Indian, Fianchetto, Yugoslav Panno
2142. Korchnoi vs Karpov;;½-½;55;1994;Melody Amber Rapid 3rd;A20 English
2143. Karpov vs Kramnik;;0-1;40;1994;Melody Amber Rapid 3rd;D48 Queen's Gambit Declined Semi-Slav, Meran
2144. Karpov vs Piket;;½-½;63;1994;Melody Amber Rapid 3rd;E04 Catalan, Open, 5.Nf3
2145. S Polgar vs Karpov;;1-0;44;1994;Melody Amber Blind 3rd;A46 Queen's Pawn Game
2146. Karpov vs Korchnoi;;1-0;22;1994;Melody Amber Blind 3rd;E15 Queen's Indian
2147. Kramnik vs Karpov;;½-½;58;1994;Melody Amber Blind 3rd;A15 English
2148. Karpov vs Ljubojevic;;1-0;50;1994;Melody Amber Blind 3rd;A46 Queen's Pawn Game
2149. Piket vs Karpov;;0-1;59;1994;Melody Amber Blind 3rd;E12 Queen's Indian
2150. H Stefansson vs Karpov;;½-½;60;1994;Reykjavik rapid;B10 Caro-Kann
Game;;Result;Moves;Year;Event/Locale;Opening
2151. Karpov vs H Olafsson;;1-0;35;1994;Reykjavik rapid;A21 English
2152. Petursson vs Karpov;;0-1;60;1994;Reykjavik rapid;A29 English, Four Knights, Kingside Fianchetto
2153. Karpov vs Topalov;;½-½;29;1994;Las Palmas;E10 Queen's Pawn Game
2154. Shirov vs Karpov;;0-1;38;1994;Las Palmas;B12 Caro-Kann Defense
2155. Karpov vs I Morovic Fernandez;;½-½;38;1994;Las Palmas;D48 Queen's Gambit Declined Semi-Slav, Meran
2156. Lautier vs Karpov;;1-0;31;1994;Las Palmas;E32 Nimzo-Indian, Classical
2157. Karpov vs Epishin;;1-0;41;1994;Las Palmas;D79 Neo-Grunfeld, 6.O-O, Main line
2158. Karpov vs Kamsky;;½-½;52;1994;Las Palmas;D48 Queen's Gambit Declined Semi-Slav, Meran
2159. Illescas Cordoba vs Karpov;;½-½;30;1994;Las Palmas;B17 Caro-Kann, Steinitz Variation
2160. Karpov vs Polgar;;1-0;28;1994;Las Palmas;E62 King's Indian, Fianchetto
2161. Adams vs Karpov;;0-1;39;1994;Las Palmas;A45 Queen's Pawn Game
2162. Adams vs Karpov;;1-0;59;1994;Dortmund Sparkassen;B17 Caro-Kann, Steinitz Variation
2163. Karpov vs Leko;;1-0;54;1994;Dortmund Sparkassen;D32 Queen's Gambit Declined, Tarrasch
2164. Epishin vs Karpov;;½-½;27;1994;Dortmund Sparkassen;E15 Queen's Indian
2165. Karpov vs C Lutz;;1-0;69;1994;Dortmund Sparkassen;D48 Queen's Gambit Declined Semi-Slav, Meran
2166. Yusupov vs Karpov;;½-½;45;1994;Dortmund Sparkassen;E41 Nimzo-Indian
2167. Timman vs Karpov;;½-½;17;1994;Dortmund Sparkassen;A46 Queen's Pawn Game
2168. Karpov vs Korchnoi;;0-1;72;1994;Dortmund Sparkassen;E12 Queen's Indian
2169. Dreev vs Karpov;;½-½;20;1994;Dortmund Sparkassen;E12 Queen's Indian
2170. Karpov vs Piket;;½-½;24;1994;Dortmund Sparkassen;D30 Queen's Gambit Declined
2171. Shabalov vs Karpov;;0-1;41;1994;Tilburg;B17 Caro-Kann, Steinitz Variation
2172. Karpov vs A Antunes;;1-0;40;1994;Tilburg;D47 Queen's Gambit Declined Semi-Slav
2173. A Antunes vs Karpov;;0-1;73;1994;Tilburg;A14 English
2174. Karpov vs Shabalov;;1-0;45;1994;Tilburg;D30 Queen's Gambit Declined
2175. Karpov vs K Georgiev;;1-0;34;1994;Tilburg;D58 Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) Syst
Game;;Result;Moves;Year;Event/Locale;Opening
2176. K Georgiev vs Karpov;;0-1;40;1994;Tilburg;E32 Nimzo-Indian, Classical
2177. Bareev vs Karpov;;1-0;54;1994;Tilburg;E14 Queen's Indian
2178. Karpov vs Bareev;;½-½;70;1994;Tilburg;C07 French, Tarrasch
2179. Karpov vs B Kurajica;;½-½;51;1994;Tilburg;E15 Queen's Indian
2180. B Kurajica vs Karpov;;½-½;31;1994;Tilburg;A46 Queen's Pawn Game
2181. Karpov vs B Kurajica;;1-0;58;1994;Tilburg blitz;E15 Queen's Indian
2182. B Kurajica vs Karpov;;½-½;72;1994;Tilburg blitz;E14 Queen's Indian
2183. Karpov vs B Kurajica;;1-0;34;1994;Tilburg rapid;E15 Queen's Indian
2184. B Kurajica vs Karpov;;1-0;41;1994;Tilburg rapid;E14 Queen's Indian
2185. Karpov vs Anand;;½-½;49;1994;Buenos Aires Sicilian;B92 Sicilian, Najdorf, Opocensky Variation
2186. Anand vs Karpov;;1-0;35;1994;Buenos Aires Sicilian;B47 Sicilian, Taimanov (Bastrikov) Variation
2187. Ivanchuk vs Karpov;;0-1;52;1994;Buenos Aires Sicilian;B47 Sicilian, Taimanov (Bastrikov) Variation
2188. Karpov vs Ivanchuk;;½-½;39;1994;Buenos Aires Sicilian;B91 Sicilian, Najdorf, Zagreb (Fianchetto) Variation
2189. Kamsky vs Karpov;;½-½;45;1994;Buenos Aires Sicilian;B47 Sicilian, Taimanov (Bastrikov) Variation
2190. Karpov vs Ljubojevic;;1-0;46;1994;Buenos Aires Sicilian;B84 Sicilian, Scheveningen
2191. Karpov vs Salov;;0-1;67;1994;Buenos Aires Sicilian;B62 Sicilian, Richter-Rauzer
2192. Polgar vs Karpov;;½-½;53;1994;Buenos Aires Sicilian;B62 Sicilian, Richter-Rauzer
2193. Karpov vs Polgar;;½-½;53;1994;Buenos Aires Sicilian;B81 Sicilian, Scheveningen, Keres Attack
2194. Ljubojevic vs Karpov;;½-½;32;1994;Buenos Aires Sicilian;B46 Sicilian, Taimanov Variation
2195. Shirov vs Karpov;;½-½;37;1994;Buenos Aires Sicilian;B47 Sicilian, Taimanov (Bastrikov) Variation
2196. Karpov vs Shirov;;½-½;48;1994;Buenos Aires Sicilian;B62 Sicilian, Richter-Rauzer
2197. H Spangenberg vs Karpov;;1-0;57;1994;Rapid Match;B17 Caro-Kann, Steinitz Variation
2198. Karpov vs H Spangenberg;;1-0;67;1994;Rapid Match;D20 Queen's Gambit Accepted
2199. Karpov vs H Spangenberg;;1-0;68;1994;Rapid Match;D20 Queen's Gambit Accepted
2200. H Spangenberg vs Karpov;;0-1;49;1994;Rapid Match;C29 Vienna Gambit
Game;;Result;Moves;Year;Event/Locale;Opening
2201. D H Campora vs Karpov;;½-½;32;1994;Match;B17 Caro-Kann, Steinitz Variation
2202. Karpov vs D H Campora;;1-0;39;1994;Match;D35 Queen's Gambit Declined
2203. Karpov vs Kamsky;;½-½;26;1994;Buenos Aires Sicilian;B65 Sicilian, Richter-Rauzer Attack, 7...Be7 Defense, 9...Nxd4
2204. Salov vs Karpov;;1-0;62;1994;Buenos Aires Sicilian;B47 Sicilian, Taimanov (Bastrikov) Variation
2205. Karpov vs Lautier;;1-0;43;1994;Training Match;C63 Ruy Lopez, Schliemann Defense
2206. Lautier vs Karpov;;½-½;34;1994;Training Match;E04 Catalan, Open, 5.Nf3
2207. Lautier vs Karpov;;½-½;58;1994;Training Match;E04 Catalan, Open, 5.Nf3
2208. Karpov vs Lautier;;½-½;52;1994;Training Match;B33 Sicilian
2209. Karpov vs Lautier;;½-½;44;1994;Training Match;D12 Queen's Gambit Declined Slav
2210. Lautier vs Karpov;;0-1;58;1994;Training Match;E04 Catalan, Open, 5.Nf3
2211. Gelfand vs Karpov;;0-1;42;1994;Cap d'Agde Rapid;B62 Sicilian, Richter-Rauzer
2212. Karpov vs Gelfand;;0-1;83;1994;Cap d'Agde Rapid;A48 King's Indian
2213. Gelfand vs Karpov;;½-½;44;1994;Cap d'Agde Rapid;B58 Sicilian
2214. Karpov vs Gelfand;;½-½;31;1994;Cap d'Agde Rapid;D02 Queen's Pawn Game
2215. Karpov vs Gelfand;;0-1;69;1994;Cap d'Agde Rapid;D02 Queen's Pawn Game
2216. Gelfand vs Karpov;;1-0;72;1994;Cap d'Agde Rapid;B51 Sicilian, Canal-Sokolsky (Rossolimo) Attack
2217. Karpov vs Bacrot;;1-0;26;1994;Rapid simul, 4b;D20 Queen's Gambit Accepted
2218. Karpov vs D de Vreugt;;1-0;27;1994;Rapid simul, 4b;E17 Queen's Indian
2219. Karpov vs P Ismailova;;1-0;31;1994;Rapid simul, 4b;E85 King's Indian, Samisch, Orthodox Variation
2220. Karpov vs R Sheldon;;½-½;25;1994;Rapid simul, 4b;E60 King's Indian Defense
2221. Karpov vs Bacrot;;0-1;41;1995;Blindfold simul;A29 English, Four Knights, Kingside Fianchetto
2222. Karpov vs Speelman;;½-½;49;1995;ESP-chT;A41 Queen's Pawn Game (with ...d6)
2223. Z Franco Ocampos vs Karpov;;½-½;42;1995;ESP-chT;A46 Queen's Pawn Game
2224. Karpov vs P Cramling;;½-½;45;1995;ESP-chT;E62 King's Indian, Fianchetto
2225. Karpov vs Topalov;;½-½;54;1995;01, Varna m rapid;E86 King's Indian, Samisch, Orthodox, 7.Nge2 c6
Game;;Result;Moves;Year;Event/Locale;Opening
2226. Topalov vs Karpov;;1-0;40;1995;02, Varna m rapid;B17 Caro-Kann, Steinitz Variation
2227. Karpov vs Topalov;;1-0;67;1995;03, Varna m rapid;E86 King's Indian, Samisch, Orthodox, 7.Nge2 c6
2228. Topalov vs Karpov;;0-1;54;1995;04, Varna m rapid;B17 Caro-Kann, Steinitz Variation
2229. Karpov vs Topalov;;½-½;42;1995;05, Varna m rapid;A31 English, Symmetrical, Benoni Formation
2230. Topalov vs Karpov;;1-0;34;1995;06, Varna m rapid;B12 Caro-Kann Defense
2231. Lobron vs Karpov;;0-1;31;1995;Dortmund;E12 Queen's Indian
2232. Gelfand vs Karpov;;½-½;26;1995;FIDE Candidates Match;B12 Caro-Kann Defense
2233. Karpov vs Gelfand;;½-½;46;1995;FIDE Candidates Match;E60 King's Indian Defense
2234. Gelfand vs Karpov;;1-0;45;1995;FIDE Candidates Match;B12 Caro-Kann Defense
2235. Karpov vs Gelfand;;1-0;50;1995;FIDE Candidates Match;E60 King's Indian Defense
2236. Gelfand vs Karpov;;½-½;23;1995;FIDE Candidates Match;C92 Ruy Lopez, Closed
2237. Karpov vs Gelfand;;1-0;49;1995;FIDE Candidates Match;A58 Benko Gambit
2238. Gelfand vs Karpov;;0-1;80;1995;FIDE Candidates Match;E14 Queen's Indian
2239. Karpov vs Gelfand;;½-½;44;1995;FIDE Candidates Match;D12 Queen's Gambit Declined Slav
2240. Gelfand vs Karpov;;0-1;36;1995;FIDE Candidates Match;A20 English
2241. Karpov vs Shirov;;½-½;48;1995;Linares;B08 Pirc, Classical
2242. Dreev vs Karpov;;½-½;23;1995;Linares;E11 Bogo-Indian Defense
2243. Karpov vs Tiviakov;;½-½;42;1995;Linares;E15 Queen's Indian
2244. V Akopian vs Karpov;;½-½;44;1995;Linares;A07 King's Indian Attack
2245. Karpov vs Short;;1-0;52;1995;Linares;D27 Queen's Gambit Accepted, Classical
2246. I Sokolov vs Karpov;;0-1;45;1995;Linares;A46 Queen's Pawn Game
2247. Karpov vs Khalifman;;1-0;41;1995;Linares;E64 King's Indian, Fianchetto, Yugoslav System
2248. Lautier vs Karpov;;0-1;40;1995;Linares;E32 Nimzo-Indian, Classical
2249. Karpov vs Ivanchuk;;½-½;51;1995;Linares;A81 Dutch
2250. Topalov vs Karpov;;0-1;54;1995;Linares;B14 Caro-Kann, Panov-Botvinnik Attack
Game;;Result;Moves;Year;Event/Locale;Opening
2251. Karpov vs Beliavsky;;½-½;70;1995;Linares;B14 Caro-Kann, Panov-Botvinnik Attack
2252. Ljubojevic vs Karpov;;½-½;21;1995;Linares;B11 Caro-Kann, Two Knights, 3...Bg4
2253. Karpov vs Illescas Cordoba;;½-½;61;1995;Linares;D47 Queen's Gambit Declined Semi-Slav
2254. Nunn vs Karpov;;0-1;49;1995;Melody Amber Blind 4th;B12 Caro-Kann Defense
2255. Karpov vs Nunn;;1-0;31;1995;Melody Amber Rapid 4th;E69 King's Indian, Fianchetto, Classical Main line
2256. Karpov vs Kramnik;;0-1;41;1995;Melody Amber Blind 4th;D19 Queen's Gambit Declined Slav, Dutch
2257. Kramnik vs Karpov;;0-1;46;1995;Melody Amber Rapid 4th;A17 English
2258. Ivanchuk vs Karpov;;1-0;35;1995;Melody Amber Blind 4th;B17 Caro-Kann, Steinitz Variation
2259. Karpov vs Ivanchuk;;1-0;42;1995;Melody Amber Rapid 4th;E19 Queen's Indian, Old Main line, 9.Qxc3
2260. Piket vs Karpov;;½-½;43;1995;Dos Hermanas 7th;E15 Queen's Indian
2261. Karpov vs Lautier;;½-½;34;1995;Melody Amber Blind 4th;D10 Queen's Gambit Declined Slav
2262. Piket vs Karpov;;1-0;28;1995;Melody Amber Blind 4th;E15 Queen's Indian
2263. Lautier vs Karpov;;0-1;47;1995;Melody Amber Rapid 4th;E32 Nimzo-Indian, Classical
2264. Karpov vs Piket;;½-½;54;1995;Melody Amber Rapid 4th;D37 Queen's Gambit Declined
2265. Karpov vs P Nikolic;;1-0;51;1995;Melody Amber Rapid 4th;E11 Bogo-Indian Defense
2266. P Nikolic vs Karpov;;½-½;28;1995;Melody Amber Blind 4th;E15 Queen's Indian
2267. Karpov vs Kamsky;;1-0;54;1995;Melody Amber Blind 4th;E69 King's Indian, Fianchetto, Classical Main line
2268. Kamsky vs Karpov;;0-1;65;1995;Melody Amber Rapid 4th;E12 Queen's Indian
2269. Ljubojevic vs Karpov;;0-1;51;1995;Melody Amber Blind 4th;B11 Caro-Kann, Two Knights, 3...Bg4
2270. Karpov vs Ljubojevic;;1-0;74;1995;Melody Amber Rapid 4th;D72 Neo-Grunfeld, 5.cd, Main line
2271. Karpov vs Anand;;½-½;24;1995;Melody Amber Blind 4th;D71 Neo-Grunfeld
2272. Anand vs Karpov;;½-½;24;1995;Melody Amber Rapid 4th;B17 Caro-Kann, Steinitz Variation
2273. Polgar vs Karpov;;½-½;54;1995;Melody Amber Blind 4th;E54 Nimzo-Indian, 4.e3, Gligoric System
2274. Karpov vs Polgar;;1-0;43;1995;Melody Amber Rapid 4th;D35 Queen's Gambit Declined
2275. Karpov vs Shirov;;1-0;44;1995;Melody Amber Blind 4th;D30 Queen's Gambit Declined
Game;;Result;Moves;Year;Event/Locale;Opening
2276. Shirov vs Karpov;;0-1;39;1995;Melody Amber Rapid 4th;E12 Queen's Indian
2277. Karpov vs Adams;;½-½;61;1995;Dos Hermanas 7th;E11 Bogo-Indian Defense
2278. Karpov vs Salov;;1-0;55;1995;Dos Hermanas 7th;E15 Queen's Indian
2279. Lautier vs Karpov;;0-1;30;1995;Dos Hermanas 7th;E06 Catalan, Closed, 5.Nf3
2280. Karpov vs Illescas Cordoba;;½-½;54;1995;Dos Hermanas 7th;A29 English, Four Knights, Kingside Fianchetto
2281. Shirov vs Karpov;;0-1;23;1995;Dos Hermanas 7th;C22 Center Game
2282. Karpov vs Gelfand;;½-½;26;1995;Dos Hermanas 7th;D12 Queen's Gambit Declined Slav
2283. Kamsky vs Karpov;;1-0;38;1995;Dos Hermanas 7th;B12 Caro-Kann Defense
2284. Karpov vs Polgar;;½-½;46;1995;Dos Hermanas 7th;E62 King's Indian, Fianchetto
2285. Karpov vs Tiviakov;;1-0;69;1995;San Giorgio Rapid;E17 Queen's Indian
2286. Tiviakov vs Karpov;;½-½;53;1995;San Giorgio Rapid;B17 Caro-Kann, Steinitz Variation
2287. Tiviakov vs Karpov;;1-0;56;1995;San Giorgio Rapid;B17 Caro-Kann, Steinitz Variation
2288. Degremont vs Karpov;;0-1;29;1995;San Giorgio Rapid;B12 Caro-Kann Defense
2289. Bareev vs Karpov;;0-1;49;1995;Dortmund Sparkassen;A17 English
2290. Karpov vs Kramnik;;½-½;18;1995;Dortmund Sparkassen;D47 Queen's Gambit Declined Semi-Slav
2291. Ivanchuk vs Karpov;;½-½;17;1995;Dortmund Sparkassen;B17 Caro-Kann, Steinitz Variation
2292. Piket vs Karpov;;½-½;67;1995;Dortmund Sparkassen;E06 Catalan, Closed, 5.Nf3
2293. Karpov vs Beliavsky;;1-0;60;1995;Dortmund Sparkassen;D30 Queen's Gambit Declined
2294. Lobron vs Karpov;;0-1;31;1995;Dortmund Sparkassen;E12 Queen's Indian
2295. Karpov vs Short;;½-½;33;1995;Dortmund Sparkassen;D10 Queen's Gambit Declined Slav
2296. Leko vs Karpov;;½-½;56;1995;Dortmund Sparkassen;B17 Caro-Kann, Steinitz Variation
2297. Karpov vs Lautier;;1-0;44;1995;Dortmund Sparkassen;D45 Queen's Gambit Declined Semi-Slav
2298. Karpov vs Andersson;;1-0;38;1995;Andersson - Karpov Match;E11 Bogo-Indian Defense
2299. Andersson vs Karpov;;1-0;18;1995;Andersson - Karpov Match;D28 Queen's Gambit Accepted, Classical
2300. Yusupov vs Karpov;;0-1;61;1995;Hofmann Cup;E30 Nimzo-Indian, Leningrad
Game;;Result;Moves;Year;Event/Locale;Opening
2301. Karpov vs Yusupov;;1-0;52;1995;Hofmann Cup;D56 Queen's Gambit Declined
2302. B Alterman vs Karpov;;0-1;56;1995;11th ECC qual. group 2;E15 Queen's Indian
2303. Karpov vs Polgar;;½-½;28;1995;It (blitz), Alma-Ata (Kazakhstan);E95 King's Indian, Orthodox, 7...Nbd7, 8.Re1
2304. Karpov vs Polgar;;0-1;36;1995;It (blitz), Alma-Ata (Kazakhstan);A16 English
2305. Karpov vs Polgar;;0-1;33;1995;It (blitz), Alma-Ata (Kazakhstan);E67 King's Indian, Fianchetto
2306. Karpov vs Polgar;;½-½;41;1995;It (blitz), Alma-Ata (Kazakhstan);A59 Benko Gambit
2307. Karpov vs Salov;;½-½;38;1995;It (blitz), Alma-Ata (Kazakhstan);A46 Queen's Pawn Game
2308. Karpov vs Salov;;½-½;44;1995;It (blitz), Alma-Ata (Kazakhstan);A54 Old Indian, Ukrainian Variation, 4.Nf3
2309. Karpov vs Salov;;1-0;37;1995;It (blitz), Alma-Ata (Kazakhstan);E11 Bogo-Indian Defense
2310. Karpov vs Salov;;1-0;19;1995;It (blitz), Alma-Ata (Kazakhstan);E11 Bogo-Indian Defense
2311. Karpov vs Tkachiev;;0-1;51;1995;It (blitz), Alma-Ata (Kazakhstan);A48 King's Indian
2312. Karpov vs Tkachiev;;0-1;39;1995;It (blitz), Alma-Ata (Kazakhstan);A48 King's Indian
2313. Karpov vs Tkachiev;;0-1;29;1995;It (blitz), Alma-Ata (Kazakhstan);A49 King's Indian, Fianchetto without c4
2314. Karpov vs Tkachiev;;1-0;26;1995;It (blitz), Alma-Ata (Kazakhstan);E67 King's Indian, Fianchetto
2315. Polgar vs Karpov;;0-1;33;1995;It (blitz), Alma-Ata (Kazakhstan);B13 Caro-Kann, Exchange
2316. Polgar vs Karpov;;0-1;35;1995;It (blitz), Alma-Ata (Kazakhstan);E54 Nimzo-Indian, 4.e3, Gligoric System
2317. Polgar vs Karpov;;½-½;33;1995;It (blitz), Alma-Ata (Kazakhstan);B17 Caro-Kann, Steinitz Variation
